image,caption,subset,num_ratings,ratings,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7
http://images.cocodataset.org/val2014/COCO_val2014_000000001290.jpg,a baby is sitting in front of a cake,train,5,4,4,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001347.jpg,a computer screen with a tv and a black microwave .,train,4,3,4,3,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001393.jpg,A green vase filed with red roses sitting on top of table.,val,4,5,5,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001393.jpg,a vase filled with red flowers on a table,val,4,5,5,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001398.jpg,a dog is laying on the ground with a leash .,train,5,2,4,2,2,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001436.jpg,a man is sitting at a desk with a computer .,train,4,5,3,4,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001464.jpg,a man riding skis down a snow covered slope,test,4,4,5,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001503.jpg,a desktop computer sitting on top of a desk,train,5,5,5,4,3,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001554.jpg,a couple of sheep standing next to each other,train,5,4,5,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001592.jpg,a woman in a red dress is holding a small child .,train,5,3,1,2,2,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001655.jpg,a man is standing on a rock with a large boulder in the background .,train,4,4,2,2,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001668.jpg,a group of baseball players standing on top of a field,train,4,4,3,4,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001682.jpg,a boat is sailing on the water in a body of water .,train,4,5,3,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001739.jpg,a car is parked in front of a large building .,test,4,3,3,2,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000001818.jpg,a bird is standing on top of a horse .,test,5,2,2,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002139.jpg,a bicycle is parked next to a pile of clothes,train,5,4,5,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002157.jpg,a table with plates and bowls of food .,train,4,4,5,4,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002299.jpg,a group of people that are standing next to each other .,train,4,5,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002302.jpg,a dog is standing on the ground with a sled in it .,train,5,1,4,1,1,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002346.jpg,A couple of large long trains on a track.,val,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002431.jpg,a plate of food that is on the table .,train,4,4,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002495.jpg,Three giraffe and a wildebeest in a field.,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002521.jpg,A long horn bull next to two sheep near a stone wall.,test,4,2,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002621.jpg,a white and black bird sitting on a wooden table .,train,5,2,1,1,2,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000002881.jpg,a couple of people standing next to a field,train,5,4,5,3,4,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003134.jpg,A bus turning a corner on a city street.,val,4,4,4,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003134.jpg,a bus that is driving down the street,val,4,4,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003192.jpg,a plate of food is on a table with a fork in it .,test,5,4,4,3,5,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003244.jpg,a laptop computer sitting on top of a wooden desk,test,5,4,4,3,3,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003382.jpg,a group of men standing around a laptop,train,5,3,3,4,5,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003553.jpg,a person skating on some pieces of wood ,val,4,4,4,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003690.jpg,The bedroom has a chair and a fireplace.,train,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003703.jpg,a table topped with a banana and a banana,test,5,3,4,4,4,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003742.jpg,a floral cake with a lot of flowers on it .,train,5,2,3,2,4,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003779.jpg,A table topped with six glasses of booze.,train,4,3,3,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003779.jpg,a group of wine glasses sitting on a table,train,4,4,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003817.jpg,a man standing next to a bunch of bananas,train,5,4,3,4,3,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003867.jpg,a couple of zebra standing next to each other,test,4,5,5,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003939.jpg,a woman is holding a baby in a blanket .,test,4,2,3,2,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000003947.jpg,Many sheep are grazing in the green field.,test,4,5,5,5,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004011.jpg,a woman standing next to a white dog on a table,train,5,4,5,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004134.jpg,a group of people that are next to each other .,train,5,3,4,3,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004157.jpg,a sign that says `` [ male ] is in a room .,train,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004212.jpg,a cat laying on top of a blue car,train,4,5,5,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004265.jpg,Blue dishes sitting on a shelf with a plant and flowers. ,train,4,5,4,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004386.jpg,a woman is sitting at a table with a turkey .,train,4,2,1,2,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004554.jpg,Small boy on a skateboard riding down the street way.,test,4,5,4,1,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004592.jpg,a group of people playing basketball on a court .,test,5,2,3,2,1,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004678.jpg,a man walking down a path in a park,test,5,4,3,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004736.jpg,a baseball player holding a bat on a field,train,4,4,3,3,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004742.jpg,A man on a surfboard riding an ocean wave.,train,4,5,4,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004742.jpg,a person on a surfboard in the water,train,5,5,5,5,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004764.jpg,A man standing next to a parked motorcycle.,val,5,5,3,5,3,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004772.jpg,The tennis player is serving a tennis ball.,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000004916.jpg,a man is standing in front of a large display .,train,4,2,2,1,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005032.jpg,A hummingbird sits perched alone on a branch. ,test,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005038.jpg,A muffin tin filled with lots of  muffins.,val,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005178.jpg,a group of animals that are on a dirt field,test,4,4,3,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005247.jpg,a man is standing in front of a snow covered mountain .,val,4,4,4,3,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005437.jpg,A fire hydrant with a blue jacket on top of it.,train,5,5,3,4,5,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005437.jpg,a blue umbrella sitting in the ground next to a fence,train,5,1,4,4,2,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005477.jpg,large mustard yellow commercial airplane parked in the airport,train,4,5,4,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005569.jpg,a man is holding a large sign in a room .,test,4,2,2,2,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005670.jpg,a young man in a grey shirt is going to cut his hair ,val,5,5,5,5,5,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005670.jpg,a man holding a piece of paper on a desk,val,4,2,2,2,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005713.jpg,A woman standing in a kitchen holding a jug of milk.,val,5,2,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005723.jpg,a herd of horses standing on top of a lush green field,train,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000005934.jpg,a collection of cupcakes that are on top of each other .,train,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006028.jpg,a group of people are on the beach .,test,4,3,4,3,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006033.jpg,a young boy standing next to a cow,train,5,4,2,3,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006074.jpg,a car is driving down a busy street,train,5,5,4,4,5,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006180.jpg,a view of a snow covered street with a lot of trees .,train,4,1,1,2,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006213.jpg,a white couch with a black and white dog .,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006226.jpg,a sign that says `` [ organization ] is on the street .,train,5,1,3,2,3,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006266.jpg,a close up of a brown dog on a bed,train,5,2,1,1,2,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006417.jpg,a man is surfing a wave on a surfboard .,test,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006450.jpg,A bird is walking right through a dining room.,train,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006579.jpg,Stuffed teddy bear next to a laptop computer.,train,5,2,2,3,3,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006771.jpg,a man in a white shirt is holding a microphone .,train,4,1,1,2,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006789.jpg,An electric  tower in front of buildings on the road.,train,5,4,4,4,2,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006789.jpg,a train that is sitting on the side of a road,train,5,4,3,4,3,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006847.jpg,A bearded man with an earring wearing a black tie.,val,4,4,5,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006921.jpg,a girl sitting on a bed with a laptop,train,4,4,2,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000006954.jpg,a group of young children sitting next to each other,train,4,4,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007108.jpg,a person is sitting on a branch in a garden .,train,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007274.jpg,a group of people sitting around a table with a birthday cake .,train,4,3,1,3,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007276.jpg,A donut covered in white frosting and lots of sprinkles.,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007288.jpg,A white toilet bowl with an electronic brown seat.,val,5,4,4,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007506.jpg,A giraffe spreads its legs in order to get its head closer to the ground.,val,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007574.jpg,A kitchen with a very messy counter space.,train,5,5,4,5,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007722.jpg,a dog is laying on the floor with a blanket .,train,4,2,2,1,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007789.jpg,a dog is laying on the floor with a blanket .,train,4,1,2,2,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007816.jpg,A person on a motor bike travels around a sharp corner.,train,4,5,5,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007873.jpg,A dog is standing next to a toilet playing with tissue,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007899.jpg,A baby sitting in the grass watching kites fly in the sky.,val,4,4,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007899.jpg,a group of people flying kites in a field,val,4,4,4,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007952.jpg,A truck crosses train tracks near an oncoming train. ,train,5,5,5,5,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007952.jpg,a red and white train traveling down train tracks,train,5,4,4,3,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000007977.jpg,a man is wearing a helmet and playing a baseball game .,test,5,2,1,1,2,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008005.jpg,a large ferris wheel is on display in a hangar .,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008170.jpg,a kitchen counter with a coffee table and a desk .,train,5,2,3,2,2,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008180.jpg,"a large , white plane with a red and blue flag .",test,5,4,1,4,3,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008188.jpg,An old photo of an umbrella and chairs at the beach,train,4,3,4,2,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008218.jpg,a large building with a clock tower and a red roof .,val,5,3,4,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008333.jpg,a large building with a clock tower and a city .,train,4,1,3,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008350.jpg,a dog laying on top of a white building,train,5,4,4,5,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008457.jpg,A sickly cow and her calf grazing in a yard.,train,4,4,4,5,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008495.jpg,a person is dressed in a costume with a hat .,train,4,2,3,3,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008532.jpg,a man with a mustache and a hat on his head .,train,4,3,4,5,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008711.jpg,a table with a variety of books on it .,train,5,4,2,3,2,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008721.jpg,a computer desk with two computers on it,train,4,4,4,5,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008762.jpg,a large crowd of people are standing in front of a building .,train,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008787.jpg,Person riding an elephant as it crosses through a river.,val,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008844.jpg,a woman sitting in front of a bunch of bananas,test,5,4,3,4,5,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000008888.jpg,a large ferris wheel is on display in front of a building .,train,5,2,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009002.jpg,There is a freshly made pizza out of the oven,val,5,4,4,5,5,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009002.jpg,a person cutting a pizza on top of a pan,val,5,4,3,3,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009003.jpg,a man returns the tennis ball with his racket,train,5,4,4,5,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009171.jpg,a man is riding a bike on the street .,test,4,1,2,2,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009381.jpg,a collection of vegetables that are on the table .,train,5,3,4,2,2,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009395.jpg,A pitcher getting ready to release a pitch,train,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009395.jpg,a baseball player sliding into home base,train,4,5,3,2,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009420.jpg,a group of people that are next to each other .,train,4,4,4,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009448.jpg,a woman in a red dress is holding a flag .,train,4,2,3,2,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009466.jpg,a dog is laying on the floor in a room .,train,5,2,1,2,2,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009572.jpg,a table with a variety of flowers and a vase .,train,4,2,2,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009699.jpg,a large white plane is in the middle of a field .,val,4,4,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009729.jpg,a man and a woman are holding up cell phones,val,4,4,3,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000009908.jpg,a hot dog with mustard and mustard on a plate,test,4,5,5,5,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010023.jpg,The young man is practicing his tricks on his skateboard. ,train,4,4,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010023.jpg,a man riding a skateboard up the side of a building,train,5,4,4,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010249.jpg,An old woman sits on a bench and raises her hand,val,5,5,4,5,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010290.jpg,a room with a fireplace and a mirror .,train,5,2,2,2,2,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010363.jpg,A gray cat standing on top of a black car.,test,5,5,4,5,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010363.jpg,a gray cat standing on top of a table,test,4,3,4,3,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010400.jpg,A large clock tower over a church next to trees.,val,4,5,5,5,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010428.jpg,A boy covering his face as a fire hydrant blows water at him.,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010432.jpg,a group of people that are standing next to each other .,train,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010580.jpg,The street is empty and a bunch of signs have been knocked down.,test,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010583.jpg,a plate of food on a table,test,5,4,5,5,3,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010591.jpg,A man standing on a tennis court next to a young boy.,val,5,4,4,5,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010591.jpg,two men standing on a tennis court holding tennis rackets,val,5,3,4,2,4,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010644.jpg,a baseball player is playing with a ball .,train,5,4,3,4,2,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010681.jpg,A bright patio umbrella stands out against the plain white building.,train,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010764.jpg,A catches crouches on a patch of dirt.,train,6,4,5,5,4,5,4,
http://images.cocodataset.org/val2014/COCO_val2014_000000010785.jpg,A little girl with bows in her hair eating a plate full of broccoli.,test,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010785.jpg,a little girl eating broccoli in a bowl,test,5,5,4,5,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000010928.jpg,A close up of a street pole with several signs.,train,4,4,4,5,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011042.jpg,A zebra laying on a dirt ground next to a wooden fence.,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011051.jpg,a woman in a white dress is holding a glass of wine .,test,5,3,2,2,2,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011081.jpg,a bird flying in the sky above a large body of water .,train,4,1,3,1,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011122.jpg,A red stop sign behind a chain link fence.,train,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011122.jpg,a red stop sign sitting on the side of a fence,train,4,4,5,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011169.jpg,a dog is standing on the ground with a red hat .,train,5,1,2,2,1,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011172.jpg,a table with a variety of different types of flowers .,train,5,4,2,2,4,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011184.jpg,a computer keyboard and mouse on a desk,test,5,5,5,4,5,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011276.jpg,a person is holding a plate of food on it .,train,5,3,2,2,1,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011320.jpg,Traditional view of crowded city residences with big bridge at the end of the street.,test,4,4,4,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011364.jpg,a large black bear walking across a dirt road,train,4,4,5,5,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011537.jpg,A hot dog on a bun with pickles and tomatoes is displayed.,train,5,5,5,4,5,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011537.jpg,a hot dog with mustard and mustard on it,train,4,4,4,3,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011699.jpg,a woman in a blue shirt is holding a baby .,train,5,2,2,3,3,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011703.jpg,Inside a tram waiting to go out the door. ,train,5,3,4,4,5,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011703.jpg,the doors of a train with a door open,train,4,3,4,2,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000011987.jpg,a room with a fireplace and a table in front of it .,train,4,3,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012014.jpg,A red double decker bus parked next to a tall building.,train,5,4,4,5,5,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012014.jpg,a red double decker bus driving down a street,train,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012020.jpg,a man is playing a game on a court .,train,5,4,1,4,4,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012062.jpg,A large white sheep standing next to other sheep.,train,5,4,4,5,3,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012231.jpg,A plate of food that includes meat and broccoli.,test,5,5,5,5,5,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012343.jpg,a man wearing black is riding a red and silver motorcycle,test,4,5,5,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012455.jpg,three empty docks some water and some clouds,train,5,4,4,5,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012741.jpg,a woman is holding a baby in her arms .,test,5,1,2,2,3,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012748.jpg,a young boy holding a baby in front of a horse,val,5,5,4,4,5,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012938.jpg,a man riding a skateboard down a street,val,5,5,4,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012943.jpg,Two women standing next to each other in a train station.,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012946.jpg,a group of people that are next to each other .,train,5,3,4,4,5,3,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012959.jpg,a large building with a clock tower in the background .,train,5,4,4,4,5,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000012979.jpg,a young man doing a trick on a skateboard,train,4,5,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013127.jpg,An locomotive blowing out a cloud of steam.,train,5,4,5,4,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013127.jpg,a train traveling down tracks next to a building,train,6,4,5,4,5,5,4,
http://images.cocodataset.org/val2014/COCO_val2014_000000013232.jpg,a young girl is holding a baby in her hand .,train,4,1,2,2,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013291.jpg,A young boy eating breakfast in bed. ,train,4,2,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013348.jpg,a large ferris wheel is lit up at night .,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013379.jpg,a man in a blue shirt is standing next to a car .,train,4,3,2,1,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013414.jpg,Three pots of flowers are placed on a window sill.,val,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013428.jpg,a close up of a plate of broccoli,train,4,4,5,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013465.jpg,a man is riding a horse on a sunny day .,train,4,1,1,2,2,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013550.jpg,A woman bending down to pet a baby elephant.,val,5,5,5,5,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013721.jpg,A girl with blue socks sitting on a blue bench.,train,5,4,5,4,5,5,,
